cname,cvalue,ctype,cdesc,Deprecated
alluxio.worker.tieredstore.level0.dirs.quota,"A comma-separated list of capacities (e.g., &quot;500MB,500MB,5GB&quot;) for each storage directory on the top storage tier specified by alluxio.worker.tieredstore.level0.dirs.path. For any &quot;MEM&quot;-type media (i.e, the ramdisks), this value should be set equivalent to the value specified by alluxio.worker.ramdisk.size.",STRING,,false
alluxio.worker.tieredstore.level0.watermark.high.ratio,The high watermark of the space in the top storage tier (a value between 0 and 1).,STRING,,false
alluxio.worker.tieredstore.level0.watermark.low.ratio,The low watermark of the space in the top storage tier (a value between 0 and 1).,STRING,,false
alluxio.worker.tieredstore.level1.alias,The alias of the second storage tier on this worker.,STRING,,false
alluxio.worker.tieredstore.level1.dirs.mediumtype,"A list of media types (e.g., &quot;SSD,SSD,HDD&quot;) for each storage directory on the second storage tier specified by alluxio.worker.tieredstore.level1.dirs.path.",STRING,,false
alluxio.worker.tieredstore.level1.dirs.path,"A comma-separated list of paths (eg., /mnt/ssd/alluxio/cache2,/mnt/ssd/alluxio/cache3,/mnt/hdd/alluxio/cache1) of storage directories for the second storage tier.",STRING,,false
alluxio.worker.tieredstore.level1.dirs.quota,"A comma-separated list of capacities (e.g., &quot;5GB,5GB,50GB&quot;) for each storage directory on the second storage tier specified by alluxio.worker.tieredstore.level1.dirs.path.",STRING,,false
alluxio.worker.tieredstore.level1.watermark.high.ratio,The high watermark of the space in the second storage tier (a value between 0 and 1).,STRING,,false
alluxio.worker.tieredstore.level1.watermark.low.ratio,The low watermark of the space in the second storage tier (a value between 0 and 1).,STRING,,false
alluxio.worker.tieredstore.level2.alias,The alias of the third storage tier on this worker.,STRING,,false
alluxio.worker.tieredstore.level2.dirs.mediumtype,"A list of media types (e.g., &quot;SSD,HDD,HDD&quot;) for each storage directory on the third storage tier specified by alluxio.worker.tieredstore.level2.dirs.path.",STRING,,false
alluxio.worker.tieredstore.level2.dirs.path,"A comma-separated list of paths (eg., /mnt/ssd/alluxio/cache4,/mnt/hdd/alluxio/cache2,/mnt/hdd/alluxio/cache3) of storage directories for the third storage tier.",STRING,,false
alluxio.worker.tieredstore.level2.dirs.quota,"A comma-separated list of capacities (e.g., &quot;5GB,50GB,50GB&quot;) for each storage directory on the third storage tier specified by alluxio.worker.tieredstore.level2.dirs.path.",STRING,,false
alluxio.worker.tieredstore.level2.watermark.high.ratio,The high watermark of the space in the third storage tier (a value between 0 and 1).,STRING,,false
alluxio.worker.tieredstore.level2.watermark.low.ratio,The low watermark of the space in the third storage tier (a value between 0 and 1).,STRING,,false
alluxio.worker.tieredstore.levels,The number of storage tiers on the worker.,STRING,,false
alluxio.worker.ufs.block.open.timeout,Timeout to open a block from UFS.,STRING,,false
alluxio.worker.ufs.instream.cache.enabled,"Enable caching for seekable under storage input stream, so that subsequent seek operations on the same file will reuse the cached input stream. This will improve position read performance as the open operations of some under file system would be expensive. The cached input stream would be stale, when the UFS file is modified without notifying alluxio.",STRING,,false
alluxio.worker.ufs.instream.cache.expiration.time,Cached UFS instream expiration time.,STRING,,false
alluxio.worker.ufs.instream.cache.max.size,The max entries in the UFS instream cache.,STRING,,false
alluxio.worker.web.bind.host,"The hostname Alluxio worker's web server binds to.",STRING,,false
alluxio.worker.web.hostname,"The hostname Alluxio worker's web UI binds to.",STRING,,false
alluxio.worker.web.port,"The port Alluxio worker's web UI runs on.",STRING,,false
alluxio.worker.whitelist,"A comma-separated list of prefixes of the paths which are cacheable, separated by semi-colons. Alluxio will try to cache the cacheable file when it is read for the first time.",STRING,,false
